,prod1,prod2,prod3,prod4,prod5,prod6,prod7,prod8,prod9,prod10,prod11,prod12,prod13,prod14,prod15,prod16,prod17,prod18,prod19
273,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0648496,MTA-1310178,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2174450,MTA-2201820,UK-0050677,,,,,,,,
274,MTA-0017700,MTA-0020145,MTA-0255000,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
275,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
276,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0156771,MTA-0648496,MTA-1310178,MTA-1362587,UK-0031079,,,,,,,,,,,
277,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1362587,UK-0031079,UK-0050677,,,,,,,,,
278,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0088734,MTA-0116012,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2489954,MTA-2527374,UK-0031079,,,,,,,,
279,MTA-0017700,MTA-0020145,MTA-0894200,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,
280,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2007323,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
281,MTA-0017700,MTA-0020145,MTA-0066019,MTA-1031476,MTA-1310178,,,,,,,,,,,,,,
282,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0088734,MTA-0116012,MTA-0255002,MTA-0648496,MTA-1310178,MTA-1362587,MTA-1936595,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,
283,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0648496,MTA-1310178,MTA-2142432,,,,,,,,,,,,,
284,MTA-0017700,MTA-0020145,MTA-0883838,,,,,,,,,,,,,,,,
285,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-0883838,MTA-1310178,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
286,MTA-0017700,MTA-0020145,MTA-0066019,MTA-1310178,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
287,MTA-0017700,MTA-0020145,MTA-0883838,MTA-1310178,,,,,,,,,,,,,,,
288,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,
289,MTA-0017700,MTA-0020145,MTA-0255000,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,
290,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0257081,MTA-0648496,MTA-1310178,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
291,MTA-0017700,MTA-0020145,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,
292,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0255000,MTA-0430629,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1943785,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,
293,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0088734,MTA-0255000,MTA-0473988,,,,,,,,,,,,
294,MTA-0017700,MTA-0020145,MTA-0116012,MTA-1310178,,,,,,,,,,,,,,,
295,MTA-0017700,MTA-0020145,,,,,,,,,,,,,,,,,
296,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2048934,MTA-2115101,MTA-2115134,,,,,,,,,,
297,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0407203,MTA-0648496,MTA-1310178,MTA-2078644,MTA-2078648,MTA-2444965,,,,,,,,,
298,MTA-0017700,MTA-0020145,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
299,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0592994,MTA-0612626,MTA-0648496,MTA-0883838,MTA-1310178,MTA-1362587,UK-0031079,,,,,,,,,
300,MTA-0017700,MTA-0020145,MTA-0671158,MTA-1362587,MTA-2048936,UK-0050593,,,,,,,,,,,,,
301,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0430629,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1362587,MTA-2115101,MTA-2115134,MTA-2174447,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0031079,UK-0050677,
302,MTA-0017700,MTA-0020145,MTA-0255000,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,
303,MTA-0017700,MTA-0020145,MTA-0066019,MTA-1381597,,,,,,,,,,,,,,,
304,MTA-0017700,MTA-0020145,MTA-0255000,MTA-0648496,MTA-2115101,MTA-2115134,,,,,,,,,,,,,
305,MTA-0017700,MTA-0020145,MTA-0066019,MTA-1310178,MTA-1666072,MTA-2007323,MTA-2241846,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,
306,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2007323,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
307,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,
308,MTA-0017700,MTA-0020145,,,,,,,,,,,,,,,,,
309,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0430629,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1362587,UK-0031079,UK-0050677,,,,,,,,,
310,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0255000,MTA-0430629,MTA-0592994,MTA-1310178,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,UK-0050677,,,,,
311,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1362587,MTA-2115101,MTA-2115134,MTA-2174447,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0031079,UK-0050677,,
312,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0430629,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1362587,UK-0050677,,,,,,,,,,
313,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1362587,UK-0031079,UK-0050677,,,,,,,,,,
314,MTA-0017700,MTA-0020145,MTA-0407201,,,,,,,,,,,,,,,,
315,MTA-0017700,MTA-0020145,MTA-0255000,MTA-2115101,MTA-2115134,MTA-2131537,MTA-2496711,,,,,,,,,,,,
316,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,UK-0050677,,,,,,,,,,,,
317,MTA-0017700,MTA-0020145,MTA-0255000,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,
318,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1310178,MTA-1381597,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
319,MTA-0017700,MTA-0020145,MTA-0069934,MTA-0255000,MTA-0648496,MTA-2489954,,,,,,,,,,,,,
320,MTA-0017700,MTA-0020145,,,,,,,,,,,,,,,,,
321,MTA-0017700,MTA-0020145,MTA-0883838,,,,,,,,,,,,,,,,
322,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,
323,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,
324,MTA-0017700,MTA-0020145,MTA-0088734,MTA-1362587,,,,,,,,,,,,,,,
325,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0179717,MTA-0255000,MTA-0430629,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
326,MTA-0017700,MTA-0020145,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,
327,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2048936,MTA-2115101,MTA-2115134,,,,,,,,,,
328,MTA-0017700,MTA-0020145,MTA-0883838,MTA-1310178,,,,,,,,,,,,,,,
329,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,
330,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,
331,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,
332,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-0883838,MTA-1310178,MTA-1943785,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
333,MTA-0017700,MTA-0020145,MTA-0883838,MTA-1310178,MTA-1666072,,,,,,,,,,,,,,
334,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0069934,MTA-2275456,,,,,,,,,,,,,,
335,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,
336,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1049874,MTA-2007323,,,,,,,,,,,,
337,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-2115101,MTA-2115134,MTA-2131537,,,,,,,,,,,,
338,MTA-0017700,MTA-0020145,MTA-0066019,MTA-1310178,,,,,,,,,,,,,,,
339,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0255000,MTA-0430629,MTA-0592994,MTA-1310178,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0050677,,,,
340,MTA-0017700,MTA-0020145,MTA-0883838,MTA-1310178,,,,,,,,,,,,,,,
341,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0255000,MTA-0430629,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1943785,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0050677,,
342,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0088734,MTA-0138708,MTA-0255000,MTA-0473988,,,,,,,,,,,
343,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0648496,MTA-0938492,MTA-1057884,MTA-2115101,MTA-2115134,MTA-2174450,MTA-2228756,,,,,,,,,
344,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0894200,MTA-1310178,MTA-2115101,MTA-2115134,,,,,,,,,,,
345,MTA-0017700,MTA-0020145,MTA-1310178,,,,,,,,,,,,,,,,
346,MTA-0017700,MTA-0020145,MTA-0648496,,,,,,,,,,,,,,,,
347,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,,,,,,,,,,,,,,,
348,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0255000,MTA-1310178,,,,,,,,,,,,,
349,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0116012,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1362587,UK-0031079,,,,,,,,,,
350,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0138708,MTA-0255000,MTA-0592994,MTA-0648496,MTA-1310178,MTA-1943785,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0050677,,,
351,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0116012,MTA-0255000,MTA-0648496,MTA-0883838,MTA-1310178,,,,,,,,,,,
352,MTA-0017700,MTA-0020145,MTA-0883838,MTA-1310178,,,,,,,,,,,,,,,
353,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255002,MTA-1362587,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,
354,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0179717,MTA-0648496,,,,,,,,,,,,,,
355,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0069934,MTA-0430629,MTA-0648496,MTA-1310178,,,,,,,,,,,,
356,MTA-0017700,MTA-0020145,MTA-0883838,MTA-1310178,,,,,,,,,,,,,,,
357,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,
358,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0156771,MTA-0648496,MTA-1310178,MTA-1362587,MTA-2119000,UK-0031079,,,,,,,,,,
359,MTA-0017700,MTA-0020145,MTA-0088734,MTA-0179717,MTA-1362587,MTA-1381597,MTA-2270988,MTA-2444965,MTA-2483775,,,,,,,,,,
360,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0255002,MTA-0507814,MTA-0648496,MTA-0883838,MTA-1310178,MTA-1362587,MTA-1666072,MTA-1666133,MTA-2301135,UK-0031079,,,,,,
361,MTA-0017700,MTA-0020145,,,,,,,,,,,,,,,,,
362,MTA-0017700,MTA-0020145,MTA-1310178,,,,,,,,,,,,,,,,
363,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0648496,MTA-1310178,MTA-1362587,MTA-2100514,,,,,,,,,,,,
364,MTA-0017700,MTA-0020145,MTA-0066019,MTA-0088734,MTA-0648496,MTA-0883838,MTA-1310178,,,,,,,,,,,,
365,MTA-0017700,MTA-0020145,MTA-0088734,MTA-0255000,MTA-0894200,MTA-2270988,MTA-2483775,MTA-2496711,,,,,,,,,,,
366,MTA-0017700,MTA-0066019,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,,,
367,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
368,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
369,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2131537,,,,,,,,,,,,,
370,MTA-0017700,MTA-0066019,MTA-0088734,MTA-0116012,MTA-0407201,MTA-0407203,MTA-0648496,MTA-1310178,MTA-1666916,MTA-2078644,MTA-2131537,,,,,,,,
371,MTA-0017700,MTA-0066019,MTA-0138645,MTA-1431893,MTA-2241846,MTA-2241850,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2271001,MTA-2283719,UK-0050677,,,,,,,
372,MTA-0017700,MTA-0066019,MTA-0430629,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
373,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
374,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
375,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
376,MTA-0017700,MTA-0066019,MTA-0648496,,,,,,,,,,,,,,,,
377,MTA-0017700,MTA-0066019,MTA-0430629,MTA-0648496,MTA-2301135,UK-0050677,,,,,,,,,,,,,
378,MTA-0017700,MTA-0066019,MTA-0938492,,,,,,,,,,,,,,,,
379,MTA-0017700,MTA-0066019,MTA-0430629,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,,
380,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
381,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
382,MTA-0017700,MTA-0066019,MTA-0255000,MTA-1310178,,,,,,,,,,,,,,,
383,MTA-0017700,MTA-0066019,MTA-0255000,MTA-1310178,,,,,,,,,,,,,,,
384,MTA-0017700,MTA-0066019,MTA-0255000,MTA-1310178,MTA-2444965,,,,,,,,,,,,,,
385,MTA-0017700,MTA-0066019,MTA-1666072,,,,,,,,,,,,,,,,
386,MTA-0017700,MTA-0066019,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
387,MTA-0017700,MTA-0066019,MTA-1310178,MTA-1362587,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
388,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,,,,,,,,,,,,,,,
389,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-2131537,,,,,,,,,,,,,,
390,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0407201,MTA-0407203,MTA-0648496,MTA-1310178,,,,,,,,,,,,
391,MTA-0017700,MTA-0066019,MTA-0069934,,,,,,,,,,,,,,,,
392,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
393,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0592994,MTA-0648496,MTA-1310178,MTA-2115134,,,,,,,,,,,,
394,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2115101,,,,,,,,,,,,,
395,MTA-0017700,MTA-0066019,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,,
396,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0628849,MTA-0648496,MTA-0883838,MTA-1310178,MTA-2115101,MTA-2115134,,,,,,,,,,
397,MTA-0017700,MTA-0066019,MTA-0255002,MTA-0648496,MTA-2115101,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
398,MTA-0017700,MTA-0066019,MTA-0088734,MTA-0116012,MTA-0255000,MTA-0507814,MTA-1310178,MTA-1666072,MTA-1937586,,,,,,,,,,
399,MTA-0017700,MTA-0066019,MTA-0255000,MTA-1310178,,,,,,,,,,,,,,,
400,MTA-0017700,MTA-0066019,MTA-0255000,MTA-1310178,MTA-2007323,MTA-2241846,MTA-2270988,MTA-2270991,,,,,,,,,,,
401,MTA-0017700,MTA-0066019,MTA-0116012,MTA-0255000,MTA-0407201,MTA-0407203,MTA-1310178,MTA-2131537,MTA-2241846,MTA-2241850,MTA-2242934,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2496711,,,
402,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
403,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-2131537,,,,,,,,,,,,,,
404,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
405,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
406,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,
407,MTA-0017700,MTA-0066019,MTA-2115101,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
408,MTA-0017700,MTA-0066019,MTA-0255000,MTA-0592994,MTA-1310178,MTA-2115134,MTA-2131537,,,,,,,,,,,,
409,MTA-0017700,MTA-0066019,MTA-0648496,MTA-1310178,MTA-2115101,MTA-2115134,,,,,,,,,,,,,
410,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
411,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
412,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
413,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
414,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
415,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
416,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
417,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
418,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
419,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
420,MTA-0017700,MTA-0069934,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,
421,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
422,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
423,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
424,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
425,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
426,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
427,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
428,MTA-0017700,MTA-0069934,,,,,,,,,,,,,,,,,
429,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
430,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
431,MTA-0017700,MTA-0069934,MTA-0648496,MTA-0894200,MTA-1310178,,,,,,,,,,,,,,
432,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
433,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
434,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
435,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
436,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
437,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
438,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
439,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
440,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
441,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
442,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
443,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
444,MTA-0017700,MTA-0069934,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
445,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
446,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
447,MTA-0017700,MTA-0069934,,,,,,,,,,,,,,,,,
448,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
449,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
450,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
451,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
452,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
453,MTA-0017700,MTA-0069934,MTA-0671158,,,,,,,,,,,,,,,,
454,MTA-0017700,MTA-0088734,MTA-0407203,MTA-2275456,,,,,,,,,,,,,,,
455,MTA-0017700,MTA-0088734,MTA-0116012,MTA-0179717,MTA-2048936,,,,,,,,,,,,,,
456,MTA-0017700,MTA-0088734,MTA-0883838,MTA-1310178,MTA-1666072,,,,,,,,,,,,,,
457,MTA-0017700,MTA-0088734,MTA-2243015,MTA-2527374,,,,,,,,,,,,,,,
458,MTA-0017700,MTA-0088734,,,,,,,,,,,,,,,,,
459,MTA-0017700,MTA-0088734,,,,,,,,,,,,,,,,,
460,MTA-0017700,MTA-0112812,MTA-2275456,,,,,,,,,,,,,,,,
461,MTA-0017700,MTA-0116012,MTA-0179717,MTA-0255000,MTA-0507814,MTA-0648496,MTA-1310178,MTA-2174450,MTA-2527374,,,,,,,,,,
462,MTA-0017700,MTA-0116012,MTA-1310178,MTA-1666072,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
463,MTA-0017700,MTA-0138708,MTA-0257081,,,,,,,,,,,,,,,,
464,MTA-0017700,MTA-0179717,MTA-0648496,,,,,,,,,,,,,,,,
465,MTA-0017700,MTA-0179717,MTA-0648496,MTA-1310178,MTA-2131537,,,,,,,,,,,,,,
466,MTA-0017700,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2444965,,,,,,,,,,,,,,
467,MTA-0017700,MTA-0255000,MTA-0648496,MTA-0894200,MTA-1310178,MTA-2527368,MTA-2527374,,,,,,,,,,,,
468,MTA-0017700,MTA-0255000,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,,
469,MTA-0017700,MTA-0255000,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,,
470,MTA-0017700,MTA-0255000,MTA-0648496,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,
471,MTA-0017700,MTA-0255000,MTA-0407203,MTA-0469808,,,,,,,,,,,,,,,
472,MTA-0017700,MTA-0255000,MTA-0648496,MTA-1310178,MTA-2115101,,,,,,,,,,,,,,
473,MTA-0017700,MTA-0255000,MTA-1310178,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,
474,MTA-0017700,MTA-0255000,MTA-0407201,MTA-0407203,MTA-2115101,MTA-2115134,,,,,,,,,,,,,
475,MTA-0017700,MTA-0255000,MTA-0469808,MTA-2496711,,,,,,,,,,,,,,,
476,MTA-0017700,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,
477,MTA-0017700,MTA-0255000,MTA-1310178,MTA-1666916,MTA-2115101,MTA-2115134,,,,,,,,,,,,,
478,MTA-0017700,MTA-0255000,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,
479,MTA-0017700,MTA-0255000,MTA-0407201,MTA-0407203,MTA-2115101,MTA-2115134,,,,,,,,,,,,,
480,MTA-0017700,MTA-0255000,MTA-0648496,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
481,MTA-0017700,MTA-0255000,MTA-2115101,MTA-2115134,,,,,,,,,,,,,,,
482,MTA-0017700,MTA-0255000,,,,,,,,,,,,,,,,,
483,MTA-0017700,MTA-0255000,,,,,,,,,,,,,,,,,
484,MTA-0017700,MTA-0255000,MTA-2496711,MTA-2610734,,,,,,,,,,,,,,,
485,MTA-0017700,MTA-0255000,MTA-0648496,MTA-1310178,MTA-1362587,,,,,,,,,,,,,,
486,MTA-0017700,MTA-0257081,MTA-1310178,MTA-1666072,UK-0050593,,,,,,,,,,,,,,
487,MTA-0017700,MTA-0407201,MTA-0407203,MTA-0648496,MTA-1310178,MTA-2496711,,,,,,,,,,,,,
488,MTA-0017700,MTA-0407201,MTA-0407203,MTA-1310178,MTA-2131537,MTA-2496711,MTA-2527374,,,,,,,,,,,,
489,MTA-0017700,MTA-0507814,MTA-0592994,MTA-0629962,MTA-1937586,,,,,,,,,,,,,,
490,MTA-0017700,MTA-0507814,MTA-0592994,MTA-0883838,,,,,,,,,,,,,,,
491,MTA-0017700,MTA-0592994,,,,,,,,,,,,,,,,,
492,MTA-0017700,MTA-0628849,,,,,,,,,,,,,,,,,
493,MTA-0017700,MTA-0628849,,,,,,,,,,,,,,,,,
494,MTA-0017700,MTA-0648496,MTA-0883838,MTA-1310178,,,,,,,,,,,,,,,
495,MTA-0017700,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,,
496,MTA-0017700,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,,
497,MTA-0017700,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,,
498,MTA-0017700,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,,
499,MTA-0017700,MTA-0648496,MTA-1310178,MTA-2270988,,,,,,,,,,,,,,,
500,MTA-0017700,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,,
501,MTA-0017700,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,,
502,MTA-0017700,MTA-0648496,MTA-1310178,,,,,,,,,,,,,,,,
